n1	n2	d1	d2	type	m	sig1	sig2	sigm	sdir	d1.c2	d2.c1	d1.cm	d2.cm	dm.c1	dm.c2	c1.c2	c1.cm	c2.cm	d1.p2	d2.p1	dm.p1	dm.p2	p1.p2	d1.scp2	d2.scp1	dm.scp2	dm.scp1	d1.scpd2	d2.scpd1	dm.scpd2	dm.scpd1	big1	big2
40	40	0.2	0	bsln	70	70	5	51	70	43	44	63	64	70	70	70	70	70	63	64	70	70	70	70	70	70	70	70	49	70	70	68	2
40	40	0.2	0	sig2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	2
40	40	0.2	0	big2	70	70	5	51	70	43	44	63	64	70	70	70	70	70	63	64	70	70	70	70	70	70	70	70	49	70	70	70	2
40	40	0.2	0	s2or	70	70	5	51	70	43	44	63	64	70	70	70	70	70	63	64	70	70	70	70	70	70	70	70	49	70	70	70	5
80	40	0.2	0	raw	1000	237	46	158	470	810	630	982	734	997	954	978	1000	999	887	887	1000	987	999	369	470	410	470	457	468	469	470	287	183
80	40	0.2	0	sig1	237	237	6	123	108	134	79	223	107	235	204	221	237	237	166	168	237	227	237	108	108	108	108	108	106	108	108	103	5
80	40	0.2	0	bsln	108	108	1	98	108	105	79	108	96	108	108	108	108	108	107	107	108	108	108	108	108	108	108	108	106	108	108	103	5
80	40	0.2	0	sig2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
80	40	0.2	0	big2	108	108	5	98	108	105	79	108	96	108	108	108	108	108	107	107	108	108	108	108	108	108	108	108	106	108	108	108	5
80	40	0.2	0	s2or	108	108	1	98	108	105	79	108	96	108	108	108	108	108	107	107	108	108	108	108	108	108	108	108	106	108	108	104	5
160	40	0.2	0	raw	1000	435	46	357	483	824	492	1000	532	1000	913	959	1000	990	873	873	1000	945	999	302	483	305	483	459	482	473	483	274	209
160	40	0.2	0	sig1	435	435	21	323	208	310	151	435	162	435	365	399	435	425	338	339	435	388	434	208	208	208	208	206	207	207	208	161	47
160	40	0.2	0	bsln	208	208	8	203	208	206	151	208	162	208	208	208	208	208	208	208	208	208	208	208	208	208	208	206	207	207	208	161	47
160	40	0.2	0	sig2	8	8	8	8	8	7	5	8	5	8	8	8	8	8	8	8	8	8	8	8	8	8	8	6	8	7	8	0	8
160	40	0.2	0	big2	208	208	47	203	208	207	154	208	165	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	207	208	208	208	47
160	40	0.2	0	s2or	208	208	8	203	208	207	154	208	165	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	207	208	208	169	47
320	40	0.2	0	raw	1000	690	46	648	484	861	343	1000	362	1000	902	950	1000	973	883	881	1000	921	999	208	484	198	484	452	484	463	484	276	208
320	40	0.2	0	sig1	690	690	34	620	332	570	202	690	215	690	603	642	690	664	586	586	690	620	689	208	332	198	332	317	332	322	332	224	108
320	40	0.2	0	bsln	332	332	15	328	332	332	202	332	214	332	332	332	332	332	332	332	332	332	332	208	332	198	332	317	332	322	332	224	108
320	40	0.2	0	sig2	15	15	15	15	15	15	1	15	2	15	15	15	15	15	15	15	15	15	15	9	15	12	15	4	15	6	15	0	15
320	40	0.2	0	big2	332	332	108	328	332	332	231	332	240	332	332	332	332	332	332	332	332	332	332	263	332	240	332	332	332	332	332	332	108
320	40	0.2	0	s2or	332	332	15	328	332	332	216	332	227	332	332	332	332	332	332	332	332	332	332	214	332	201	332	328	332	331	332	239	108
20	80	0.2	0	raw	1000	95	33	32	479	541	861	588	1000	937	1000	979	991	1000	894	905	968	1000	999	479	42	479	69	479	407	479	432	381	98
20	80	0.2	0	sig1	95	95	7	10	40	0	14	0	95	43	95	74	86	95	23	29	65	95	94	40	3	40	19	40	5	40	7	40	0
20	80	0.2	0	bsln	40	40	1	10	40	0	14	0	40	29	40	39	39	40	20	25	37	40	40	40	3	40	19	40	5	40	7	40	0
20	80	0.2	0	sig2	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
20	80	0.2	0	big2	40	40	1	10	40	0	14	0	40	29	40	39	39	40	20	25	37	40	40	40	3	40	19	40	5	40	7	40	0
20	80	0.2	0	s2or	40	40	1	10	40	1	14	1	40	29	40	39	39	40	20	25	37	40	40	40	3	40	19	40	5	40	7	40	1
40	80	0.2	0	raw	1000	148	33	71	497	635	806	735	987	953	996	979	997	1000	895	897	988	1000	1000	497	272	497	406	497	436	497	478	368	129
40	80	0.2	0	sig1	148	148	4	37	73	9	37	23	135	106	144	127	145	148	70	71	136	148	148	73	38	73	73	73	20	73	54	73	0
40	80	0.2	0	bsln	73	73	2	37	73	9	37	23	73	66	73	70	73	73	54	54	73	73	73	73	38	73	73	73	20	73	54	73	0
40	80	0.2	0	sig2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
40	80	0.2	0	big2	73	73	2	37	73	9	37	23	73	66	73	70	73	73	54	54	73	73	73	73	38	73	73	73	20	73	54	73	0
40	80	0.2	0	s2or	73	73	2	37	73	9	37	23	73	66	73	70	73	73	54	54	73	73	73	73	38	73	73	73	20	73	54	73	2
80	80	0.2	0	raw	1000	237	33	124	506	694	699	852	859	971	973	971	1000	1000	851	856	999	999	999	506	506	506	506	506	464	506	506	354	152
80	80	0.2	0	sig1	237	237	8	84	110	59	64	122	128	208	210	208	237	237	121	126	236	236	236	110	110	110	110	110	68	110	110	109	1
80	80	0.2	0	bsln	110	110	2	75	110	59	64	95	97	110	110	110	110	110	95	96	110	110	110	110	110	110	110	110	68	110	110	109	1
80	80	0.2	0	sig2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1
80	80	0.2	0	big2	110	110	2	75	110	59	64	95	97	110	110	110	110	110	95	96	110	110	110	110	110	110	110	110	68	110	110	110	1
80	80	0.2	0	s2or	110	110	2	75	110	59	64	95	97	110	110	110	110	110	95	96	110	110	110	110	110	110	110	110	68	110	110	110	2
160	80	0.2	0	raw	1000	435	33	303	499	706	531	966	635	997	915	961	1000	999	811	816	1000	980	999	444	499	461	499	496	479	499	499	362	137
160	80	0.2	0	sig1	435	435	13	266	202	216	134	403	184	432	358	400	435	434	282	287	435	416	434	202	202	202	202	202	182	202	202	187	15
160	80	0.2	0	bsln	202	202	8	176	202	182	134	202	168	202	202	202	202	202	195	197	202	202	202	202	202	202	202	202	182	202	202	187	15
160	80	0.2	0	sig2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	2	6
160	80	0.2	0	big2	202	202	17	176	202	182	134	202	168	202	202	202	202	202	195	197	202	202	202	202	202	202	202	202	182	202	202	202	15
160	80	0.2	0	s2or	202	202	8	176	202	182	134	202	168	202	202	202	202	202	195	197	202	202	202	202	202	202	202	202	182	202	202	193	17
320	80	0.2	0	raw	1000	690	33	588	490	750	365	999	412	1000	887	948	1000	988	822	821	1000	926	999	417	490	424	490	485	482	487	490	382	108
320	80	0.2	0	sig1	690	690	22	564	350	466	197	689	225	690	585	643	690	678	531	531	690	622	689	350	350	350	350	349	342	349	350	309	41
320	80	0.2	0	bsln	350	350	11	345	350	346	197	350	224	350	350	350	350	350	350	350	350	350	350	350	350	350	350	349	342	349	350	309	41
320	80	0.2	0	sig2	11	11	11	11	11	10	6	11	8	11	11	11	11	11	11	11	11	11	11	11	11	11	11	10	11	10	11	0	11
320	80	0.2	0	big2	350	350	41	345	350	347	202	350	227	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	342	350	350	350	41
320	80	0.2	0	s2or	350	350	11	345	350	347	202	350	227	350	350	350	350	350	350	350	350	350	350	350	350	350	350	350	342	350	350	320	41
20	160	0.2	0	raw	1000	95	58	64	500	422	891	434	1000	926	1000	974	988	1000	899	908	944	1000	999	500	0	500	1	500	372	500	390	416	84
20	160	0.2	0	sig1	95	95	1	11	52	0	22	0	95	34	95	69	83	95	23	27	45	95	94	52	0	52	1	52	3	52	4	52	0
20	160	0.2	0	bsln	52	52	1	11	52	0	22	0	52	34	52	44	49	52	23	27	35	52	52	52	0	52	1	52	3	52	4	52	0
20	160	0.2	0	sig2	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0
20	160	0.2	0	big2	52	52	1	11	52	0	22	0	52	34	52	44	49	52	23	27	35	52	52	52	0	52	1	52	3	52	4	52	0
20	160	0.2	0	s2or	52	52	1	11	52	1	22	1	52	34	52	44	49	52	23	27	35	52	52	52	1	52	1	52	4	52	4	52	1
40	160	0.2	0	raw	1000	148	58	80	520	469	827	522	1000	902	1000	969	992	1000	861	869	946	1000	1000	520	97	520	140	520	397	520	447	419	101
40	160	0.2	0	sig1	148	148	8	33	76	2	33	2	148	70	148	119	140	148	43	48	99	148	148	76	20	76	43	76	8	76	17	76	0
40	160	0.2	0	bsln	76	76	5	33	76	2	33	2	76	57	76	68	76	76	41	43	65	76	76	76	20	76	43	76	8	76	17	76	0
40	160	0.2	0	sig2	5	5	5	5	5	2	4	2	5	4	5	4	5	5	4	4	4	5	5	5	5	5	5	5	3	5	3	5	0
40	160	0.2	0	big2	76	76	5	33	76	2	33	2	76	57	76	68	76	76	41	43	65	76	76	76	20	76	43	76	8	76	17	76	0
40	160	0.2	0	s2or	76	76	5	33	76	5	34	5	76	58	76	69	76	76	42	44	66	76	76	76	20	76	43	76	10	76	19	76	5
80	160	0.2	0	raw	1000	237	58	107	473	516	706	611	965	920	994	959	998	1000	808	811	972	1000	999	473	288	473	409	473	380	473	443	349	124
80	160	0.2	0	sig1	237	237	11	50	94	10	44	18	202	161	231	197	235	237	83	87	209	237	236	94	51	94	94	94	16	94	64	94	0
80	160	0.2	0	bsln	94	94	6	50	94	10	44	18	91	87	94	90	94	94	64	64	92	94	94	94	51	94	94	94	16	94	64	94	0
80	160	0.2	0	sig2	6	6	6	6	6	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	0
80	160	0.2	0	big2	94	94	6	50	94	10	44	18	91	87	94	90	94	94	64	64	92	94	94	94	51	94	94	94	16	94	64	94	0
80	160	0.2	0	s2or	94	94	6	50	94	12	44	18	91	87	94	90	94	94	64	64	92	94	94	94	51	94	94	94	16	94	64	94	6
160	160	0.2	0	raw	1000	435	58	240	488	538	539	755	757	938	941	941	999	1000	753	754	995	996	995	488	488	488	488	488	400	488	486	381	107
160	160	0.2	0	sig1	435	435	29	195	223	121	122	232	233	377	380	380	434	435	232	232	430	431	430	223	223	223	223	223	135	223	221	218	5
160	160	0.2	0	bsln	223	223	17	170	223	121	122	193	193	221	221	221	223	223	193	193	223	223	223	223	223	223	223	223	135	223	221	218	5
160	160	0.2	0	sig2	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	12	5
160	160	0.2	0	big2	223	223	17	170	223	121	122	193	193	221	221	221	223	223	193	193	223	223	223	223	223	223	223	223	135	223	221	223	5
160	160	0.2	0	s2or	223	223	17	170	223	121	122	193	193	221	221	221	223	223	193	193	223	223	223	223	223	223	223	223	135	223	221	223	17
320	160	0.2	0	raw	1000	690	58	518	489	562	372	922	486	978	847	915	1000	988	699	700	1000	940	990	479	489	481	489	488	425	489	489	404	85
320	160	0.2	0	sig1	690	690	42	482	333	309	167	614	250	668	548	607	690	678	418	419	690	632	680	333	333	333	333	333	269	333	333	308	25
320	160	0.2	0	bsln	333	333	23	312	333	270	167	333	239	333	331	333	333	333	309	310	333	333	333	333	333	333	333	333	269	333	333	308	25
320	160	0.2	0	sig2	23	23	23	23	23	23	22	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	9	14
320	160	0.2	0	big2	333	333	34	312	333	270	168	333	239	333	331	333	333	333	309	310	333	333	333	333	333	333	333	333	269	333	333	333	25
320	160	0.2	0	s2or	333	333	23	312	333	270	168	333	239	333	331	333	333	333	309	310	333	333	333	333	333	333	333	333	269	333	333	322	34
20	320	0.2	0	raw	1000	95	57	64	502	293	903	299	1000	915	1000	961	965	1000	904	912	927	1000	1000	502	0	502	0	502	333	502	341	450	52
20	320	0.2	0	sig1	95	95	7	10	51	0	13	0	95	17	95	56	60	95	13	16	25	95	95	51	0	51	0	51	3	51	3	51	0
20	320	0.2	0	bsln	51	51	2	8	51	0	13	0	51	17	51	36	38	51	13	16	22	51	51	51	0	51	0	51	3	51	3	51	0
20	320	0.2	0	sig2	2	2	2	2	2	0	1	0	2	1	2	2	2	2	1	1	1	2	2	2	0	2	0	2	0	2	0	2	0
20	320	0.2	0	big2	51	51	2	8	51	0	13	0	51	17	51	36	38	51	13	16	22	51	51	51	0	51	0	51	3	51	3	51	0
20	320	0.2	0	s2or	51	51	2	8	51	2	14	2	51	18	51	36	38	51	14	17	23	51	51	51	2	51	2	51	5	51	5	51	2
40	320	0.2	0	raw	1000	148	57	70	514	348	828	366	1000	887	1000	945	967	1000	855	861	910	1000	998	514	2	514	3	514	340	514	360	438	76
40	320	0.2	0	sig1	148	148	6	16	72	0	21	0	148	46	148	93	115	148	31	35	62	148	146	72	0	72	1	72	1	72	1	72	0
40	320	0.2	0	bsln	72	72	3	15	72	0	21	0	72	41	72	57	64	72	31	34	48	72	72	72	0	72	1	72	1	72	1	72	0
40	320	0.2	0	sig2	3	3	3	3	3	0	2	0	3	2	3	3	3	3	2	2	3	3	3	3	0	3	1	3	0	3	0	3	0
40	320	0.2	0	big2	72	72	3	15	72	0	21	0	72	41	72	57	64	72	31	34	48	72	72	72	0	72	1	72	1	72	1	72	0
40	320	0.2	0	s2or	72	72	3	15	72	3	22	3	72	42	72	57	64	72	32	35	48	72	72	72	3	72	3	72	4	72	4	72	3
80	320	0.2	0	raw	1000	237	57	96	513	388	721	424	998	857	1000	931	976	1000	794	796	903	1000	997	513	83	513	172	513	339	513	393	430	83
80	320	0.2	0	sig1	237	237	13	44	121	0	41	0	235	110	237	173	213	237	71	73	148	237	234	121	16	121	69	121	6	121	16	121	0
80	320	0.2	0	bsln	121	121	5	44	121	0	41	0	121	90	121	109	120	121	68	69	103	121	121	121	16	121	69	121	6	121	16	121	0
80	320	0.2	0	sig2	5	5	5	5	5	0	5	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	0
80	320	0.2	0	big2	121	121	5	44	121	0	41	0	121	90	121	109	120	121	68	69	103	121	121	121	16	121	69	121	6	121	16	121	0
80	320	0.2	0	s2or	121	121	5	44	121	5	41	5	121	90	121	109	120	121	68	69	103	121	121	121	16	121	69	121	7	121	17	121	5
160	320	0.2	0	raw	1000	435	57	184	506	383	554	480	906	829	971	894	988	1000	686	691	926	1000	994	506	313	506	477	506	326	506	433	454	52
160	320	0.2	0	sig1	435	435	26	144	226	37	97	70	344	276	406	332	423	435	174	178	362	435	429	226	134	226	226	226	58	226	153	226	0
160	320	0.2	0	bsln	226	226	16	138	226	37	97	70	216	201	225	211	225	226	153	155	223	226	226	226	134	226	226	226	58	226	153	226	0
160	320	0.2	0	sig2	16	16	16	16	16	10	12	12	16	16	16	16	16	16	13	13	16	16	16	16	16	16	16	16	11	16	13	16	0
160	320	0.2	0	big2	226	226	16	138	226	37	97	70	216	201	225	211	225	226	153	155	223	226	226	226	134	226	226	226	58	226	153	226	0
160	320	0.2	0	s2or	226	226	16	138	226	43	101	74	216	201	225	211	225	226	156	158	223	226	226	226	134	226	226	226	63	226	156	226	16
320	320	0.2	0	raw	1000	690	57	420	513	362	364	575	580	842	843	843	998	999	575	578	993	994	994	513	513	513	513	512	327	513	504	476	37
320	320	0.2	0	sig1	690	690	43	385	355	145	147	292	297	535	536	536	688	689	292	295	683	684	684	355	355	355	355	355	169	355	346	352	3
320	320	0.2	0	bsln	355	355	23	313	355	145	147	260	265	344	344	344	355	355	260	263	355	355	355	355	355	355	355	355	169	355	346	352	3
320	320	0.2	0	sig2	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	20	3
320	320	0.2	0	big2	355	355	23	313	355	145	147	260	265	344	344	344	355	355	260	263	355	355	355	355	355	355	355	355	169	355	346	355	3
320	320	0.2	0	s2or	355	355	23	313	355	145	147	260	265	344	344	344	355	355	260	263	355	355	355	355	355	355	355	355	169	355	346	355	23
20	20	0.5	0	raw	1000	337	48	144	488	602	603	794	821	954	963	956	1000	1000	786	798	999	1000	1000	488	488	488	488	485	431	488	486	363	125
20	20	0.5	0	sig1	337	337	15	103	146	77	82	171	196	293	303	295	337	337	169	182	336	337	337	146	146	146	146	146	89	146	144	146	0
20	20	0.5	0	bsln	146	146	5	97	146	77	82	130	138	144	146	144	146	146	130	134	146	146	146	146	146	146	146	146	89	146	144	146	0
20	20	0.5	0	sig2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0
20	20	0.5	0	big2	146	146	5	97	146	77	82	130	138	144	146	144	146	146	130	134	146	146	146	146	146	146	146	146	89	146	144	146	0
20	20	0.5	0	s2or	146	146	5	97	146	77	82	130	138	144	146	144	146	146	130	134	146	146	146	146	146	146	146	146	89	146	144	146	5
40	20	0.5	0	raw	1000	590	48	416	489	624	434	939	551	982	873	929	1000	994	748	759	1000	958	997	467	489	472	489	487	442	489	489	388	101
40	20	0.5	0	sig1	590	590	27	382	300	281	185	530	244	572	474	523	590	584	373	385	590	549	587	300	300	300	300	300	253	300	300	281	19
40	20	0.5	0	bsln	300	300	14	267	300	251	185	299	236	300	297	300	300	300	283	288	300	300	300	300	300	300	300	300	253	300	300	281	19
40	20	0.5	0	sig2	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	2	12
40	20	0.5	0	big2	300	300	21	267	300	251	185	299	236	300	297	300	300	300	283	288	300	300	300	300	300	300	300	300	253	300	300	300	19
40	20	0.5	0	s2or	300	300	14	267	300	251	185	299	236	300	297	300	300	300	283	288	300	300	300	300	300	300	300	300	253	300	300	293	21
80	20	0.5	0	raw	1000	887	48	799	486	628	288	999	323	1000	785	883	1000	956	698	708	1000	853	994	462	486	462	486	478	449	483	486	413	73
80	20	0.5	0	sig1	887	887	39	788	432	528	227	886	257	887	680	773	887	843	595	606	887	744	881	432	432	432	432	429	395	431	432	382	50
80	20	0.5	0	bsln	432	432	17	427	432	403	227	432	257	432	428	432	432	432	415	419	432	432	432	432	432	432	432	429	395	431	432	382	50
80	20	0.5	0	sig2	17	17	17	17	17	17	10	17	12	17	17	17	17	17	17	17	17	17	17	17	17	17	17	14	17	16	17	1	16
80	20	0.5	0	big2	432	432	51	427	432	403	234	432	262	432	428	432	432	432	415	419	432	432	432	432	432	432	432	432	395	432	432	432	50
80	20	0.5	0	s2or	432	432	17	427	432	403	234	432	262	432	428	432	432	432	415	419	432	432	432	432	432	432	432	432	395	432	432	398	51
160	20	0.5	0	raw	1000	995	48	991	488	643	190	1000	205	1000	715	842	1000	903	669	674	1000	752	993	465	488	459	488	481	470	483	488	416	72
160	20	0.5	0	sig1	995	995	48	988	483	638	188	995	203	995	710	837	995	898	664	669	995	747	988	465	483	459	483	477	465	478	483	414	69
160	20	0.5	0	bsln	483	483	21	483	483	475	188	483	203	483	483	483	483	483	479	480	483	483	483	465	483	459	483	477	465	478	483	414	69
160	20	0.5	0	sig2	21	21	21	21	21	21	9	21	10	21	21	21	21	21	21	21	21	21	21	21	21	21	21	15	21	16	21	1	20
160	20	0.5	0	big2	483	483	70	483	483	475	202	483	216	483	483	483	483	483	479	480	483	483	483	473	483	466	483	483	465	483	483	483	69
160	20	0.5	0	s2or	483	483	21	483	483	475	200	483	214	483	483	483	483	483	479	480	483	483	483	465	483	459	483	483	465	483	483	434	70
320	20	0.5	0	raw	1000	1000	48	1000	488	629	129	1000	132	1000	678	813	1000	843	657	660	1000	704	993	474	488	472	488	478	472	478	488	422	66
320	20	0.5	0	sig1	1000	1000	48	1000	488	629	129	1000	132	1000	678	813	1000	843	657	660	1000	704	993	474	488	472	488	478	472	478	488	422	66
320	20	0.5	0	bsln	488	488	21	488	488	485	129	488	132	488	487	488	488	488	487	486	488	488	488	474	488	472	488	478	472	478	488	422	66
320	20	0.5	0	sig2	21	21	21	21	21	21	3	21	4	21	21	21	21	21	21	20	21	21	21	20	21	21	21	11	21	11	21	0	21
320	20	0.5	0	big2	488	488	66	488	488	485	154	488	156	488	487	488	488	488	487	487	488	488	488	480	488	476	488	488	472	488	488	488	66
320	20	0.5	0	s2or	488	488	21	488	488	485	147	488	149	488	487	488	488	488	487	487	488	488	488	475	488	472	488	488	472	488	488	443	66
20	40	0.5	0	raw	1000	337	46	107	471	437	626	530	972	877	994	941	996	1000	744	762	956	1000	998	471	264	471	413	471	331	471	423	390	81
20	40	0.5	0	sig1	337	337	13	71	157	13	74	35	309	224	331	279	333	337	133	147	293	337	335	157	89	157	157	157	29	157	109	157	0
20	40	0.5	0	bsln	157	157	3	71	157	13	74	35	157	146	157	153	157	157	113	120	154	157	157	157	89	157	157	157	29	157	109	157	0
20	40	0.5	0	sig2	3	3	3	3	3	2	2	2	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	2	3	2	3	0
20	40	0.5	0	big2	157	157	3	71	157	13	74	35	157	146	157	153	157	157	113	120	154	157	157	157	89	157	157	157	29	157	109	157	0
20	40	0.5	0	s2or	157	157	3	71	157	14	75	36	157	146	157	153	157	157	114	121	154	157	157	157	89	157	157	157	30	157	110	157	3
40	40	0.5	0	raw	1000	590	46	324	484	422	432	643	672	877	897	887	998	999	639	654	989	992	989	484	484	484	484	484	345	484	475	442	42
40	40	0.5	0	sig1	590	590	21	294	288	128	136	278	307	471	491	481	588	589	277	292	579	582	579	288	288	288	288	288	149	288	279	287	1
40	40	0.5	0	bsln	288	288	12	236	288	128	136	223	245	274	283	278	288	288	224	234	288	288	288	288	288	288	288	288	149	288	279	287	1
40	40	0.5	0	sig2	12	12	12	12	12	11	11	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	11	12	12	11	1
40	40	0.5	0	big2	288	288	12	236	288	128	136	223	245	274	283	278	288	288	224	234	288	288	288	288	288	288	288	288	149	288	279	288	1
40	40	0.5	0	s2or	288	288	12	236	288	129	137	223	245	274	283	278	288	288	224	234	288	288	288	288	288	288	288	288	150	288	279	288	12
80	40	0.5	0	raw	1000	887	46	724	483	395	251	830	336	944	709	818	1000	974	530	542	1000	874	982	482	483	482	483	483	330	483	483	450	33
80	40	0.5	0	sig1	887	887	39	712	435	305	185	718	251	831	603	707	887	861	433	445	887	762	869	435	435	435	435	435	282	435	435	421	14
80	40	0.5	0	bsln	435	435	19	423	435	281	185	425	241	434	409	425	435	435	348	354	435	429	435	435	435	435	435	435	282	435	435	421	14
80	40	0.5	0	sig2	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	13	6
80	40	0.5	0	big2	435	435	27	423	435	281	185	425	241	434	409	425	435	435	348	354	435	429	435	435	435	435	435	435	282	435	435	435	14
80	40	0.5	0	s2or	435	435	19	423	435	281	185	425	241	434	409	425	435	435	348	354	435	429	435	435	435	435	435	435	282	435	435	427	27
160	40	0.5	0	raw	1000	995	46	978	483	393	139	981	171	996	568	731	1000	879	478	495	1000	667	981	483	483	483	483	483	341	483	483	467	16
160	40	0.5	0	sig1	995	995	46	978	481	388	137	976	167	991	563	726	995	874	473	490	995	662	976	481	481	481	481	481	339	481	481	465	16
160	40	0.5	0	bsln	481	481	21	480	481	355	137	481	167	481	445	475	481	480	407	418	481	465	481	481	481	481	481	481	339	481	481	465	16
160	40	0.5	0	sig2	21	21	21	21	21	21	20	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	12	9
160	40	0.5	0	big2	481	481	28	480	481	355	137	481	167	481	445	475	481	480	407	418	481	465	481	481	481	481	481	481	339	481	481	481	16
160	40	0.5	0	s2or	481	481	21	480	481	355	138	481	167	481	445	475	481	480	407	418	481	465	481	481	481	481	481	481	339	481	481	474	28
320	40	0.5	0	raw	1000	1000	46	1000	483	384	67	999	73	1000	466	676	1000	770	423	433	1000	526	967	483	483	483	483	482	325	482	483	464	19
320	40	0.5	0	sig1	1000	1000	46	1000	483	384	67	999	73	1000	466	676	1000	770	423	433	1000	526	967	483	483	483	483	482	325	482	483	464	19
320	40	0.5	0	bsln	483	483	21	483	483	362	67	483	73	483	413	477	483	483	388	394	483	437	483	483	483	483	483	482	325	482	483	464	19
320	40	0.5	0	sig2	21	21	21	21	21	21	18	21	19	21	21	21	21	21	21	21	21	21	21	21	21	21	21	20	21	20	21	10	11
320	40	0.5	0	big2	483	483	29	483	483	362	69	483	75	483	413	477	483	483	388	394	483	437	483	483	483	483	483	483	325	483	483	483	19
320	40	0.5	0	s2or	483	483	21	483	483	362	70	483	75	483	413	477	483	483	388	394	483	437	483	483	483	483	483	483	325	483	483	475	29
20	80	0.5	0	raw	1000	337	33	74	493	283	648	325	999	797	1000	917	971	1000	701	728	869	1000	998	493	52	493	145	493	251	493	302	444	49
20	80	0.5	0	sig1	337	337	10	46	176	1	57	1	336	147	337	254	308	337	81	100	210	337	335	176	14	176	87	176	2	176	13	176	0
20	80	0.5	0	bsln	176	176	4	46	176	1	57	1	176	119	176	159	170	176	80	93	146	176	176	176	14	176	87	176	2	176	13	176	0
20	80	0.5	0	sig2	4	4	4	4	4	1	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	4	3	4	0
20	80	0.5	0	big2	176	176	4	46	176	1	57	1	176	119	176	159	170	176	80	93	146	176	176	176	14	176	87	176	2	176	13	176	0
20	80	0.5	0	s2or	176	176	4	46	176	4	57	4	176	119	176	159	170	176	80	93	146	176	176	176	14	176	87	176	4	176	14	176	4
40	80	0.5	0	raw	1000	590	33	222	484	232	419	320	864	727	959	823	972	1000	548	565	858	1000	983	484	259	484	461	483	216	484	343	463	21
40	80	0.5	0	sig1	590	590	14	187	297	16	103	51	455	322	549	414	562	590	174	189	448	590	573	297	161	297	297	297	43	297	156	297	0
40	80	0.5	0	bsln	297	297	3	179	297	16	103	51	282	232	294	263	294	297	158	171	276	297	297	297	161	297	297	297	43	297	156	297	0
40	80	0.5	0	sig2	3	3	3	3	3	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	2	3	0
40	80	0.5	0	big2	297	297	3	179	297	16	103	51	282	232	294	263	294	297	158	171	276	297	297	297	161	297	297	297	43	297	156	297	0
40	80	0.5	0	s2or	297	297	3	179	297	18	105	53	282	232	294	263	294	297	158	171	276	297	297	297	161	297	297	297	45	297	157	297	3
80	80	0.5	0	raw	1000	887	33	584	489	180	184	380	406	697	711	707	991	996	379	391	951	960	956	489	489	489	489	489	182	489	450	483	6
80	80	0.5	0	sig1	887	887	31	574	434	109	113	276	302	585	599	595	878	883	276	288	838	847	843	434	434	434	434	434	127	434	395	431	3
80	80	0.5	0	bsln	434	434	14	405	434	109	113	237	255	382	388	387	434	434	237	247	432	432	432	434	434	434	434	434	127	434	395	431	3
80	80	0.5	0	sig2	14	14	14	14	14	13	13	13	14	14	14	14	14	14	13	13	14	14	14	14	14	14	14	14	13	14	14	11	3
80	80	0.5	0	big2	434	434	14	405	434	109	113	237	255	382	388	387	434	434	237	247	432	432	432	434	434	434	434	434	127	434	395	434	3
80	80	0.5	0	s2or	434	434	14	405	434	110	114	238	255	382	388	387	434	434	238	248	432	432	432	434	434	434	434	434	128	434	395	434	14
